edad,sexo,Nivel_edu,size_localidad,Indigena,edu_madre,edu_padre,hermanos,ingreso,color_piel,region
37,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Secundaria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
27,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Normal de licenciatura,Normal de licenciatura,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro
29,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,6,"Igual a un salario mínimo ($2,400)",F,Centro-norte
43,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria técnica,Secundaria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
36,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
41,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Técnica o comercial con secundaria,Secundaria general,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro
40,1 Hombre,Posgrado,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
37,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,3,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte
60,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,7,"Igual a un salario mínimo ($2,400)",F,Sur
43,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,10,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro-norte
35,2 Mujer,Secundaria técnica,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Secundaria general,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
40,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,Primaria,,9,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
60,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Centro-norte
64,2 Mujer,Técnica o comercial con preparatoria,Metrópoli (más de 500 mil habitantes),No,,NS,2,No quiso dar información,F,Centro
48,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Secundaria general,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
60,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,6,No quiso dar información,H,Centro
47,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",E,Norte
25,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
26,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Preparatoria general,Secundaria general,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
33,1 Hombre,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,3,NS,H,Norte
43,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,Primaria,5,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte-occidente
43,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,Secundaria técnica,9,"Igual a un salario mínimo ($2,400)",G,Norte
58,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
54,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,,,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
44,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro
43,1 Hombre,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,3,No quiso dar información,G,Centro
37,1 Hombre,Preparatoria técnica,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
40,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Normal de licenciatura,Profesional (licenciatura o ingeniería),2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
35,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Centro
25,1 Hombre,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",I,Norte-occidente
32,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
51,1 Hombre,Normal de licenciatura,"Pueblo (menos de 2,500 habitantes)",No,,,3,"Más de 10 salarios mínimos ($24,001 o más)",G,Centro
54,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,11,"Menor a 1 salario mínimo ($0 – $2,399)",C,Centro-norte
47,2 Mujer,Profesional,Metrópoli (más de 500 mil habitantes),No,,Primaria,4,"Igual a un salario mínimo ($2,400)",H,Centro
43,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,8,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte-occidente
39,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,NS,7,"Igual a un salario mínimo ($2,400)",J,Centro-norte
25,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,Profesional (licenciatura o ingeniería),1,"Más de 10 salarios mínimos ($24,001 o más)",J,Centro
61,2 Mujer,Técnica o comercial con secundaria,Ciudad grande (entre 100 mil y 500 mil habitantes),Sí,,,8,No quiso dar información,H,Norte
39,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria técnica,Primaria,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",G,Centro
44,1 Hombre,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,5,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Sur
46,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),Sí,,Primaria,3,No quiso dar información,E,Centro
45,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Primaria,Primaria,3,No quiso dar información,G,Norte
60,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
33,1 Hombre,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Preparatoria técnica,6,"Menor a 1 salario mínimo ($0 – $2,399)",F,Norte
30,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,NS,,9,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
32,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Preparatoria general,Preparatoria general,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Sur
48,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,5,No quiso dar información,H,Norte
27,2 Mujer,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Técnica o comercial con preparatoria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte
35,2 Mujer,Técnica o comercial con preparatoria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Secundaria general,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
55,2 Mujer,Normal de licenciatura,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Primaria,7,"Igual a un salario mínimo ($2,400)",G,Centro
25,1 Hombre,Normal básica,"Pueblo (menos de 2,500 habitantes)",No,,,2,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte-occidente
64,1 Hombre,Secundaria general,Metrópoli (más de 500 mil habitantes),No,Primaria,,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
56,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,NS,E,Sur
42,2 Mujer,Profesional,"Pueblo (menos de 2,500 habitantes)",No,,,5,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Sur
26,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,4,"Igual a un salario mínimo ($2,400)",H,Norte-occidente
42,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,Primaria,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Sur
35,2 Mujer,Normal de licenciatura,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Normal básica (con primaria o secundaria),Normal básica (con primaria o secundaria),3,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",J,Norte
33,1 Hombre,Preparatoria técnica,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Preparatoria técnica,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Norte
53,2 Mujer,Secundaria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,10,"Igual a un salario mínimo ($2,400)",H,Norte
43,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,4,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro-norte
36,2 Mujer,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
26,1 Hombre,Normal básica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Secundaria general,Secundaria general,3,"Igual a un salario mínimo ($2,400)",G,Centro
47,2 Mujer,Profesional,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Técnica o comercial con preparatoria,Técnica o comercial con preparatoria,3,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Norte
38,1 Hombre,Normal de licenciatura,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Sur
36,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,5,No quiso dar información,I,Centro-norte
38,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,3,"Igual a un salario mínimo ($2,400)",F,Norte-occidente
64,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,5,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
54,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,5,"Menor a 1 salario mínimo ($0 – $2,399)",F,Norte-occidente
46,2 Mujer,Primaria,Metrópoli (más de 500 mil habitantes),NS,Primaria,Primaria,3,No quiso dar información,G,Centro
31,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Primaria,6,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Norte-occidente
32,2 Mujer,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,NS,Preparatoria general,2,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro-norte
50,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Sur
40,2 Mujer,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,10,No quiso dar información,G,Sur
61,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,7,"Igual a un salario mínimo ($2,400)",G,Centro-norte
45,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,8,"Igual a un salario mínimo ($2,400)",G,Centro-norte
34,2 Mujer,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Primaria,Primaria,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro
25,1 Hombre,Preparatoria técnica,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Normal de licenciatura,2,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte
27,1 Hombre,Técnica o comercial con secundaria,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,7,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Centro
64,2 Mujer,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,6,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Centro-norte
36,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,10,"Menor a 1 salario mínimo ($0 – $2,399)",E,Norte-occidente
31,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,3,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",H,Centro
46,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,NS,8,NS,G,Norte-occidente
30,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,,,3,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",I,Norte
38,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,,9,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Norte
35,2 Mujer,Secundaria general,Metrópoli (más de 500 mil habitantes),No,NS,Primaria,4,No quiso dar información,H,Centro
28,2 Mujer,Preparatoria técnica,Metrópoli (más de 500 mil habitantes),No,Primaria,Secundaria general,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
40,1 Hombre,Secundaria general,Metrópoli (más de 500 mil habitantes),No,NS,Primaria,3,"Igual a un salario mínimo ($2,400)",G,Centro
28,2 Mujer,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,Primaria,5,"Menor a 1 salario mínimo ($0 – $2,399)",J,Norte-occidente
36,2 Mujer,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Preparatoria general,Preparatoria general,4,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",J,Centro
36,2 Mujer,Preparatoria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",E,Centro-norte
36,1 Hombre,Profesional,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Profesional (licenciatura o ingeniería),2,"Más de 10 salarios mínimos ($24,001 o más)",H,Centro
61,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,12,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
25,1 Hombre,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,1,"Menor a 1 salario mínimo ($0 – $2,399)",H,Sur
26,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Primaria,Primaria,3,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",F,Norte-occidente
36,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
64,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,NS,3,"Igual a un salario mínimo ($2,400)",G,Norte-occidente
55,1 Hombre,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,12,"Igual a un salario mínimo ($2,400)",H,Sur
42,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),NS,,,2,No quiso dar información,H,Norte-occidente
45,2 Mujer,Preparatoria técnica,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Primaria,Primaria,1,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
41,1 Hombre,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,7,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
61,1 Hombre,Profesional,"Pueblo (menos de 2,500 habitantes)",No,,,15,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Norte-occidente
40,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,,1,No quiso dar información,G,Centro
60,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",No,,,4,NS,F,Sur
64,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",NS,,,8,"Igual a un salario mínimo ($2,400)",G,Norte
35,2 Mujer,Técnica o comercial con preparatoria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Profesional (licenciatura o ingeniería),Preparatoria general,4,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",H,Centro-norte
34,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,"Menor a 1 salario mínimo ($0 – $2,399)",G,Sur
63,2 Mujer,Preparatoria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Secundaria general,3,NS,I,Centro
59,1 Hombre,Ninguno/no fue a la escuela,"Pueblo (menos de 2,500 habitantes)",Sí,,,8,No quiso dar información,H,Centro
44,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Secundaria general,Primaria,5,"Menor a 1 salario mínimo ($0 – $2,399)",H,Centro
41,2 Mujer,Técnica o comercial con secundaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,,7,"Menor a 1 salario mínimo ($0 – $2,399)",G,Norte
58,2 Mujer,Técnica o comercial con secundaria,Metrópoli (más de 500 mil habitantes),No,NS,Secundaria general,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Centro
35,2 Mujer,Secundaria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,Preparatoria general,Secundaria general,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",G,Centro
45,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,,9,"Igual a un salario mínimo ($2,400)",H,Sur
45,2 Mujer,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Secundaria general,2,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",F,Centro
62,1 Hombre,Primaria,"Ciudad chica (entre 2,500 y 15 mil habitantes)",NS,,,14,No quiso dar información,H,Centro
63,1 Hombre,Primaria,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,8,"Más de 3 salarios mínimos hasta 5 ($7,201 – $12,000)",C,Centro-norte
33,1 Hombre,Preparatoria general,Metrópoli (más de 500 mil habitantes),No,Secundaria general,Secundaria general,3,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Centro-norte
36,1 Hombre,Preparatoria general,Ciudad mediana (entre 15 mil y 100 mil habitantes),Sí,,,4,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",H,Sur
60,2 Mujer,Técnica o comercial con secundaria,Ciudad grande (entre 100 mil y 500 mil habitantes),No,Secundaria general,Primaria,6,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte-occidente
36,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,2,"Igual a un salario mínimo ($2,400)",G,Centro
49,1 Hombre,Secundaria técnica,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,11,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Centro-norte
25,2 Mujer,Secundaria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,,NS,6,"Menor a 1 salario mínimo ($0 – $2,399)",H,Norte
29,2 Mujer,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,Preparatoria general,,2,"Igual a un salario mínimo ($2,400)",G,Centro-norte
26,1 Hombre,Preparatoria general,"Pueblo (menos de 2,500 habitantes)",No,,Primaria,4,"Igual a un salario mínimo ($2,400)",E,Sur
29,2 Mujer,Secundaria general,"Pueblo (menos de 2,500 habitantes)",Sí,,,6,"Menor a 1 salario mínimo ($0 – $2,399)",F,Sur
64,1 Hombre,Profesional,Ciudad mediana (entre 15 mil y 100 mil habitantes),No,,,8,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",H,Norte
25,2 Mujer,Normal de licenciatura,"Pueblo (menos de 2,500 habitantes)",No,Primaria,Primaria,6,"Más de 10 salarios mínimos ($24,001 o más)",F,Norte
25,1 Hombre,Secundaria general,Ciudad grande (entre 100 mil y 500 mil habitantes),NS,,Normal de licenciatura,1,"Más de 2 salarios mínimos hasta 3 ($4,801 – $7,200)",G,Centro
31,2 Mujer,Preparatoria general,"Ciudad chica (entre 2,500 y 15 mil habitantes)",No,Primaria,Primaria,2,"Igual a un salario mínimo ($2,400)",H,Sur
54,1 Hombre,Profesional,Metrópoli (más de 500 mil habitantes),No,Profesional (licenciatura o ingeniería),Secundaria general,2,"Más de 5 salarios mínimos hasta 10 ($12,001 – $24,000)",G,Centro
63,2 Mujer,Primaria,"Pueblo (menos de 2,500 habitantes)",No,,,8,"Más de 1 salario mínimo hasta 2 ($2,401 – $4,800)",J,Norte-occidente
