objetivo,p05,p06,p09_1,p10_1,estatura,p21,p23,p24,p28,p38_11,p43,p38m_11,p43m,p60,p61,p64,p86,p87,p98,p122,p131,p132,p142,p143,p144,p151,region,escolaridadh,indigena,X4,probit_pred,count
9,33,1,7,8,165,65,7,2,2,55,2,63,2,2,1,16,48,15,20,4,1,1,21,1,27,5,1,9,0,6,5,-3
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
3,36,2,7,8,156,62,20,5,4,60,3,57,3,4,2,23,60,16,20,8,1,3,22,2,23,7,5,15,0,9,10,6
6,26,2,8,1,158,60,21,3,6,52,10,52,10,4,4,23,4,1,17,3,0,2,21,1,22,8,4,17,0,8,9,2
6,40,1,5,4,185,93,24,5,4,73,2,68,2,7,6,15,30,18,17,3,0,1,18,5,18,7,3,9,0,2,1,-4
7,46,1,1,1,160,88,6,5,1,72,2,72,2,5,2,15,56,17,26,4,0,1,24,2,25,7,3,9,0,6,5,-1
10,38,1,1,1,168,80,14,4,6,62,3,58,2,3,2,17,44,14,17,3,2,3,18,2,18,9,3,11,0,9,10,-1
5,28,2,8,4,170,103,25,3,4,75,98,65,98,6,6,11,54,0,12,3,0,1,15,4,16,7,2,5,0,2,1,-3
5,31,1,2,7,172,70,15,5,5,59,4,58,4,9,5,18,35,18,18,5,0,1,22,2,22,7,4,12,0,4,1,-1
10,30,2,1,1,165,53,9,2,4,68,11,68,4,2,2,22,40,8,23,5,2,2,28,2.6724489,22.825521,9,4,16,0,10,10,0
10,61,1,7,8,170,85,9,2,6,82,4,83,4,4,1,23,40,35,25,6,3,3,26,2,30,8,4,17,0,10,10,0
5,36,1,7,1,165,70,29,2,5,70,4,67.737869,6,3,3,24,42,2,25,3,0,1,30,1,33,8,4,17,0,8,9,3
9,43,1,7,6,158,68,15,3,4,68,2,60,2,8,1,18,48,17,21,6,2,2,18,2,21,8,4,10,0,9,10,0
4,25,1,5,4,165,50,28,4,4,50,2,48,6,2,2,18,72,3,17,3,0,1,20,1,24,7,1,9,1,3,1,-1
9,64,1,4,4,175,68,2,5,3,85,2,84,2,4,2,13,8,52,15,4,1,1,20,1,22,3,1,5,0,6,5,-3
1,52,2,5,8,155,82,16,5,3,75,2,74,2,10,3,9,15,1,51,3,0,2,16,5,16,8,3,6,0,3,1,2
9,29,2,1,1,169,62,30,5,4,59,2,58,2,3,3,26,25,9,20,4,0,1,21.55405,2.6724489,22.825521,7,5,17,0,6,5,-3
5,27,2,5,4,170,67,17,3,3,52,11,48,11,1,1,21,40,2,19,3,0,2,21.55405,1,24,6,4,15,0,6,5,1
9,44,2,5,4,155,65,8,3,4,78,2,70,2,3,2,17,15,1,42,5,2,2,18,2,21,8,1,11,0,10,10,1
1,40,1,4,4,153,67,20,5,3,62,2,61,2,8,1,15,10,23,15,4,0,1,33,3,35,4,5,9,0,1,1,0
5,26,1,1,1,170,90,26,3,6,49,3,52,2,8,5,15,25,4,16,3,0,2,15,1,17,8,1,9,0,2,1,-3
7,42,2,5,4,155,72,8,3,8,66,4,56,2,6,1,15,40,1,20,8,1,2,21.55405,1,38,8,1,9,0,9,10,2
7,39,2,1,1,167,68,8,3,4,68,4,66,2,4,1,15,10,2,37,4,1,2,21,2,22,7,1,9,0,9,10,2
5,34,1,9,4,163,75,1,4,3,60,2,59,2,6,5,16,50,11,14,3,1,1,23,2,17,7,3,9,0,1,1,-4
2,25,2,10,4,160,65,9,4,2,42,2,39,2,6,1,14,2,0,16,3,0,2,18,2,18,7,4,8,0,1,1,-1
6,25,1,1,1,152,53,24,2,4,74,2,60,2,3,1,15,5,12,15,4,0,2,21.55405,2.6724489,22.825521,8,1,12,1,6,5,0
10,35,2,2,2,165,73,8,1,4,63,4,56,8,2,1,28,40,6,16,4,1,2,28,1,34,10,1,18,0,10,10,0
2,42,2,5,4,158,65,13,5,5,64,2,61,2,6,5,10,36,21,14,5,0,3,20,2,24,6,4,6,1,2,1,0
6,32,2,98,8,160,70,10,2,4,54,3,50,6,4,1,18,80,11,19,4,1,1,18,4,18,6,2,12,0,6,5,0
3,30,2,4,8,160,60,12,5,4,72,2,67,2,5,5,14,40,4,16,2,0,2,17,3,18,8,4,9,0,1,1,-2
9,40,2,1,1,148,85,31,5,3,71.321976,98,70,98,14,6,15,48,2,20,5,0,2,21.55405,3,19,7,5,9,1,6,5,-3
9,57,1,1,1,170,78,1,3,4,85,2,84,2,14,2,16,48,15,12,6,1,2,23,5,24,8,3,12,0,9,10,0
8,47,1,1,1,167,74,27,5,3,71,2,71,2,3,2,18,72,20,19,4,1,3,20,1,25,7,5,12,0,9,10,1
10,29,1,1,1,165,73,10,2,8,58,2,56,10,2,1,24,40,1,24,5,3,1,21.55405,2.6724489,22.825521,8,2,16,0,10,10,0
7,34,1,1,1,168,62,15,4,3,64,2,58,2,10,4,16,48,2,16,4,0,1,21.55405,2.6724489,22.825521,8,4,12,0,6,5,-1
10,35,1,1,1,167,80,9,2,5,65,6,65,4,2,2,19,40,6,19,7,1,3,21.55405,2.6724489,22.825521,6,4,12,0,10,10,0
5,45,1,5,4,164,70,15,3,6,95,2,85,2,6,5,16,70,5,19,4,0,2,22,1,23,7,4,9,0,6,5,1
4,28,2,5,4,145,54,1,5,4,79,2,72,2,15,15,18,10,0,22,4,0,2,21.55405,2.6724489,22.825521,7,3,12,0,2,1,-2
10,43,1,7,8,172,73,13,5,3,67,2,63,2,1,1,24,40,18,25,4,1,1,28,1,30,7,4,16,0,9,10,-1
10,32,1,1,1,160,69,7,2,4,85,2,72,2,2,2,19,55,9,19,5,0,1,19,2.6724489,22.825521,8,5,12,0,6,5,-4
9,52,2,4,1,153,90,16,2,3,93,2,82,3,2,1,23,40,32,24,4,0,3,21.55405,3,24,7,3,16,0,9,10,0
8,59,1,1,1,172,85,8,3,4,76,2,72,2,5,1,13,50,10,14,4,2,2,27,1,27,7,1,6,0,9,10,1
8,55,2,2,2,152,90,5,3,5,71.321976,2,82,2,9,6,35,5,0,21,6,1,2,23,2,24,5,1,16,0,10,10,2
8,33,2,2,2,156,62,26,1,6,63,12,54,10,4,1,22,25,10,22,4,1,2,22,3,22,8,1,18,0,10,10,2
10,27,2,2,2,160,55,9,2,4,51,4,50,4,3,1,17,40,3,24,4,1,2,17,2,17,10,4,12,0,9,10,-1
10,38,1,7,1,165,74,30,2,4,67,6,65,3,3,3,25,30,13,16,6,1,2,24,1,36,9,5,16,0,10,10,0
8,25,1,1,1,173,100,19,1,5,71.321976,5,40,10,2,1,16.588694,60,1,15,5,0,3,21.55405,2.6724489,22.825521,7,1,17,0,9,10,1
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
8,35,1,4,98,165,78,29,3,3,52,5,53,2,3,1,26,50,16,18,6,1,5,21.55405,2.6724489,22.825521,8,4,17,0,6,5,-2
6,31,1,1,8,177,65,25,3,3,54,11,55,3,1,1,18,48,2,18,4,1,2,21.55405,2.6724489,22.825521,10,2,12,0,9,10,3
5,30,1,1,1,187,100,2,3,7,48,4,48,5,3,1,18,40,20,18,4,4,1,18,2,18,7,1,12,0,10,10,5
6,26,1,1,1,172,70,28,2,3,40,4,40,4,2,1,15,60,3,22,2,0,1,20,1,22,7,1,9,0,4,1,-2
4,25,1,1,1,178,80,14,2,8,59,2,57,4,6,3,19,42,1,25,4,1,2,23,2.6724489,22.825521,7,3,17,0,9,10,5
10,60,1,8,8,172,65,26,5,1,83,2,81,2,4,1,60,20,1,10,6,1,2,21,2,34,10,1,16,0,9,10,-1
10,29,1,8,8,177,84,9,1,7,52,6,50,4,2,2,19,70,7,22,6,2,1,20,1,25,8,4,12,0,10,10,0
2,34,2,1,1,161,63,5,3,6,60,2,57,4,7,4,15,48,0,17,5,0,2,19,4,20,8,1,9,0,6,5,4
7,28,1,7,4,181,78,21,4,7,55,11,52,11,1,1,18,30,17,12,7,0,2,19,2,18,6,4,12,0,9,10,2
2,43,1,8,8,175,72,15,4,5,74,2,70,2,9,5,16,90,3,16,4,0,1,21.55405,2.6724489,22.825521,6,4,9,0,3,1,1
7,29,2,5,4,160,70,30,4,3,53,2,54,2,3,2,12,49,1,12,2,0,2,18,1,20,4,5,6,0,1,1,-6
6,30,1,7,8,170,75,30,5,6,75,2,73,2,8,8,18,84,5,25,4,0,2,21.55405,2.6724489,22.825521,10,4,12,0,6,5,0
2,29,2,8,8,155,47,22,3,2,82,2,61,2,4,3,28,16,1,15,2,0,4,21.55405,2.6724489,22.825521,7,4,16,0,6,5,4
9,31,1,8,1,170,68,16,4,2,61,2,61,3,2,1,18,50,12,17,4,0,1,21,1,23,7,3,12,0,8,9,-1
9,35,2,2,2,168,63,8,2,5,52,6,54,11,3,1,25,36,9,19,6,2,2,30,2,26,10,1,18,0,10,10,1
6,39,1,8,8,120,50,4,1,1,50,3,40,3,2,1,12,9,20,12,1,0,2,25,2,18,6,5,3,0,1,1,-5
2,60,1,3,3,169,69,19,4,2,97,2,67.737869,2,9,5,20,40,1,20,2,0,1,27,2,28,8,1,14,0,6,5,4
10,39,1,6,8,178,89,9,2,5,62,2,57,2,5,1,19,55,25,17,5,1,1,18,1,19,7,4,13,0,9,10,-1
2,29,2,5,4,155,50,9,3,3,49,2,47,4,4,4,24,18,4,24,4,0,2,24,1,27,8,4,18,0,6,5,4
10,28,1,1,1,172,80,15,2,5,56,4,50,4,3,2,23,52,4,24,5,2,4,21.55405,2.6724489,22.825521,8,4,17,0,10,10,0
8,45,1,2,2,165,80,19,3,5,45,5,45,11,6,4,18,62,24,19,5,2,2,22,2,22,7,1,12,0,9,10,1
7,26,2,1,1,158,85,26,2,2,65,4,56,4,3,3,18,48,2,18,4,1,2,19,1,20,8,1,12,0,9,10,2
4,42,1,1,1,170,100,1,3,6,80,2,61,2,4,2,15,60,30,15,6,2,3,20,2,22,8,3,9,0,10,10,6
7,28,2,5,4,165,70,28,3,4,60,2,55,4,2,2,15,40,5,18,4,0,1,18,2,22,8,1,9,0,6,5,-1
4,38,2,1,1,152,60,25,2,6,70,2,60,2,4,1,28,68,15,18,6,0,2,21.55405,2.6724489,22.825521,9,2,12,0,9,10,5
8,26,1,5,4,171,80,15,2,2,45,2,46,3,3,2,16,40,4,13,7,1,7,21.55405,2.6724489,22.825521,7,4,9,0,8,9,0
9,38,1,2,2,181,95,15,3,3,65,2,68,4,3,2,15,48,22,16,4,0,1,25,2,17,6,4,9,0,6,5,-3
2,56,1,8,8,160,65,26,3,6,96,4,67.737869,2,6,4,19,45,2,28,4,0,2,35,2.6724489,22.825521,5,1,12,0,6,5,4
1,36,2,4,4,150,60,30,5,3,60,98,50,2,5,2,12,70,2,34,5,0,2,19,3,20,6,5,9,1,1,1,0
6,45,1,5,8,166,80,13,5,4,67,2,63,2,7,1,15,40,20,18,6,1,1,28,4,28,8,4,9,1,6,5,0
7,45,1,2,2,172,86,13,3,2,64,9,62,2,4,1,31,40,9,24,3,0,3,29,1,35,7,4,17,0,8,9,1
3,39,1,5,4,178,85,18,5,3,65,2,62,2,6,4,15,48,29,10,3,1,1,23,1,27,4,2,9,0,4,1,1
10,27,1,8,8,169,75,9,1,5,54,4,55,6,3,2,19,50,7,20,5,2,1,20,1,23,6,4,12,0,10,10,0
6,34,2,1,1,152,70,15,5,5,60,2,55,6,2,1,16,40,0,25,4,0,2,16,2,16,6,4,9,0,6,5,0
10,40,1,1,1,160,84,11,5,2,67,2,67,2,3,2,18,56,22,18,5,1,1,23,4,24,7,4,12,0,9,10,-1
6,33,1,5,4,183,94,31,4,3,71,7,66,7,3,3,16.588694,30,1,19,2,0,1,32,1,28,7,5,13,0,6,5,0
7,35,1,1,1,185,86,20,5,5,96,2,64,2,12,8,19,48,8,23,4,1,1,21.55405,2.6724489,22.825521,5,3,13,0,6,5,-1
8,28,2,5,4,165,62,9,3,8,69,4,61,4,4,4,19,40,3,18,7,0,2,22,2,25,8,4,12,0,9,10,1
7,37,2,7,8,156,63,14,2,5,71.321976,6,63,2,4,1,21,56,3,22,3,1,2,30,1,30,8,4,16,0,10,10,3
5,29,1,8,8,170,60,15,3,3,53,4,47,2,3,2,25,20,5,17,3,0,2,25,2.6724489,22.825521,7,4,17,0,6,5,1
4,38,2,5,4,159,80,9,2,3,56,6,54,2,3,1,19,40,0,38,2,0,1,16,2,17,8,4,10,0,6,5,2
9,35,2,1,1,169,113,5,5,4,61,6,59,2,4,2,18,48,2,19,4,1,2,27,2,27,8,1,12,0,9,10,0
10,27,2,2,2,160,55,9,2,4,51,4,50,4,3,1,17,40,3,24,4,1,2,17,2,17,10,4,12,0,9,10,-1
1,26,1,7,8,170,70,21,5,5,61,2,67.737869,2,7,7,19,40,6,14,5,1,3,21,2,23,6,4,12,0,8,9,7
8,52,1,5,1,168,76,5,2,3,71.321976,2,83,2,11,7,20,48,2,15,5,1,2,24,2.6724489,22.825521,8,1,12,0,9,10,1
7,26,1,1,1,165,75,19,3,5,49,3,47,2,1,1,18,48,5,20,5,1,1,20,1,20,8,1,11,0,8,9,1
7,37,2,7,8,156,63,14,2,5,71.321976,6,63,2,4,1,21,56,3,22,3,1,2,30,1,30,8,4,16,0,10,10,3
9,47,1,5,4,169,65,16,4,9,81,2,82,2,9,6,21,65,30,17,7,1,2,21,2,30,6,3,15,0,9,10,0
6,44,1,1,1,175,85,30,5,3,67,2,65,2,5,1,15,48,2,20,4,0,1,25,1,29,6,4,9,0,6,5,0
10,28,1,1,1,162,90,5,2,5,79,2,67.737869,4,8,8,17,48,3,18,4,1,2,25,2.6724489,22.825521,7,1,9,0,6,5,-4
3,33,1,4,4,160,70,7,5,3,67,2,55,2,3,3,16,48,15,12,2,0,1,16,4,17,9,5,9,0,1,1,-2
4,52,2,5,4,155,75,20,5,7,75,2,78,2,7,7,12,7,4,28,5,0,2,21.55405,3,18,6,4,3,1,2,1,-2
5,35,2,8,8,152,62,9,4,4,74,2,74,2,4,3,18,50,5,20,4,0,2,28,2.6724489,22.825521,6,4,12,1,6,5,1
10,29,1,1,1,185,83,15,2,5,61,2,53,2,2,1,25,60,3,26,5,1,2,27,2,28,8,4,17,0,10,10,0
10,43,1,7,6,185,90,415,3,9,62,11,68,11,1,1,27,82,25,25,6,2,2,29,2,32,10,4,19,0,10,10,0
10,26,1,1,1,162,59,25,2,4,55,4,55,2,2,2,25,48,0,11,7,2,2,21.55405,2.6724489,22.825521,8,2,17,0,10,10,0
9,61,1,2,2,173,90,1,3,5,71.321976,2,91,2,1,1,19,30,4,58,6,2,1,29,2.6724489,22.825521,9,3,17,0,10,10,1
7,29,2,5,8,156,60,9,2,5,59,4,53,4,2,2,21,35,3,26,4,0,2,21,2,21,7,4,14,0,6,5,-1
3,47,1,8,6,165,92,9,2,3,71.321976,4,75,2,4,3,17,28,0,18,3,0,1,22,2,20,9,4,6,0,8,9,5
3,37,1,4,4,170,80,24,2,5,71.321976,2,55,2,4,2,16,48,5,17,4,0,1,18,3,18,8,3,9,0,2,1,-1
2,35,1,1,1,166,64,21,3,5,67,4,64,4,6,5,22,48,1,17,4,1,2,15,2,15,5,4,15,0,9,10,7
8,34,2,1,1,157,80,2,2,8,64,2,56,11,3,1,23,48,2,24,5,1,2,25,2,28,8,1,12,0,9,10,1
6,32,2,5,4,148,70,11,4,4,63,2,61,2,3,3,16,50,3,18,5,0,1,18,2,19,9,4,9,0,6,5,0
4,43,1,4,8,176,70,15,2,10,69,11,60,6,9,4,16,50,27,13,4,0,1,19,2.6724489,22.825521,7,4,6,0,6,5,2
9,28,2,1,1,167,48,4,4,6,51,11,52,11,3,2,26,70,4,26,6,3,3,21.55405,2.6724489,22.825521,10,5,15,0,10,10,1
9,43,1,7,6,158,68,15,3,4,68,2,60,2,8,1,18,48,17,21,6,2,2,18,2,21,8,4,10,0,9,10,0
3,37,2,1,1,152,60,21,3,4,64,2,62,2,6,4,16,45,7,21,3,0,3,21.55405,3,15,6,4,6,0,3,1,0
2,34,2,1,1,161,63,5,3,6,60,2,57,4,7,4,15,48,0,17,5,0,2,19,4,20,8,1,9,0,6,5,4
9,31,1,1,1,165,75,22,4,3,52,4,52,4,3,1,25,50,0,20,3,1,2,24,1,25,8,4,17,0,9,10,0
9,29,1,1,1,170,59,9,1,5,57,4,56,4,2,1,19,48,9,20,5,1,2,21.55405,2.6724489,22.825521,8,4,12,0,9,10,0
6,39,1,1,1,172,87,5,2,4,75,6,72,6,4,3,24,45,17,18,4,0,2,19,4,19,8,1,15,0,9,10,3
6,26,2,1,1,150,54,9,2,8,53,5,50,4,2,1,19,60,9,17,8,0,3,21.55405,2.6724489,22.825521,7,4,11,0,9,10,3
3,30,2,7,8,156,80,1,1,3,60,4,54,2,4,4,16,16,16,16,3,0,2,21.55405,2,26,8,3,9,0,4,1,1
4,40,2,5,4,162,78,24,5,6,72,2,70,2,8,6,15,48,10,30,3,0,4,20,3,21,7,3,9,0,4,1,0
10,28,1,1,1,172,80,15,2,5,56,4,50,4,3,2,23,52,4,24,5,2,4,21.55405,2.6724489,22.825521,8,4,17,0,10,10,0
9,44,2,5,4,163,70,14,2,4,79,2,67,2,5,2,15,48,10,18,3,1,2,23,2,20,8,3,9,0,6,5,-3
2,29,1,5,4,175,87,10,2,3,53,2,54,2,3,2,15,56,1,15,2,0,1,28,1,25,7,2,9,0,2,1,0
9,37,2,1,1,160,69,21,3,4,71.321976,2,67.737869,2,3,2,18,15,6,18,5,1,2,28,2.6724489,22.825521,9,4,12,0,9,10,0
8,25,2,8,8,167,65,15,2,11,71.321976,98,49,10,3,1,25,25,1,18,8,3,4,21.55405,2.6724489,22.825521,6,4,14,0,10,10,2
9,25,1,7,8,160,58,15,4,5,51,4,50,5,1,1,23,25,0,25,5,1,1,21.55405,2.6724489,22.825521,9,4,17,0,10,10,1
2,36,2,5,4,162,80,6,4,3,65,2,63,2,5,4,14,24,0,13,4,0,1,14,7,15,7,3,9,0,2,1,0
3,36,1,1,1,175,80,28,4,2,70,2,67,2,4,1,16.588694,10,22,12,4,1,2,18,2.6724489,22.825521,6,1,6,0,6,5,3
6,25,1,1,1,171,79,20,3,3,58,4,45,5,2,2,18,48,1,24,3,0,2,21.55405,2.6724489,22.825521,8,5,12,0,6,5,0
6,61,1,7,2,154,98,21,5,3,94,2,97,2,7,6,18,48,52,10,4,1,2,23,2.6724489,22.825521,7,4,9,0,9,10,3
10,55,1,7,6,180,80,8,2,5,88,11,82,6,2,2,25,48,24,27,6,2,2,30,2,31,10,1,22,0,10,10,0
3,59,1,2,2,174,82,9,1,5,93,4,91,2,8,1,18,40,35,10,4,0,2,40,3,25,8,4,12,0,8,9,5
6,38,1,1,1,180,80,2,2,5,60,4,58,4,3,3,15,12,7,18,5,1,1,21.55405,2.6724489,22.825521,11,1,9,0,9,10,3
3,28,2,1,1,156,57,15,4,5,50,4,48,4,3,1,16.588694,60,4,24,5,0,1,21.55405,2.6724489,22.825521,8,4,16,0,8,9,5
9,35,2,7,8,151,50,22,3,5,67,6,60,7,2,2,22,45,7,16,5,1,2,26,2.6724489,22.825521,8,4,17,0,10,10,1
5,44,1,7,8,165,84,25,2,4,80,98,62,2,5,2,13,84,0,12,5,8,3,15,2,16,6,2,12,0,10,10,5
7,48,1,8,8,165,85,15,1,4,68,2,66,2,10,2,9,64,27,15,5,1,2,20,2,21,5,4,2,0,4,1,-3
7,48,2,2,2,158,61,28,2,4,74,8,70,2,2,1,21,48,24,24,5,1,2,23,2,29,7,1,16,0,10,10,3
9,60,1,4,8,171,69,14,3,10,94,98,85,98,10,3,23,60,32,16,6,0,4,21,2.6724489,22.825521,8,3,11,0,8,9,-1
6,27,1,5,4,165,80,9,2,3,50,5,49,5,2,1,16,60,11,16,5,1,1,20,1,20,9,4,9,0,8,9,2
10,32,1,7,8,175,82,9,1,5,60,11,59,11,3,1,21,30,10,25,7,3,4,27,2.6724489,22.825521,10,4,15,0,10,10,0
1,27,1,4,8,170,84,30,4,2,48,98,48,98,2,2,16,48,16,11,2,1,1,21,1,24,5,5,8,0,1,1,0
5,25,1,1,1,179,75,9,1,4,52,4,50,4,2,1,19,48,4,20,4,0,2,21.55405,2.6724489,22.825521,8,4,12,0,8,9,3
2,46,2,5,4,153,50,22,4,2,77,2,70,2,6,1,16,36,5,18,5,0,3,19,6,19,6,4,9,0,6,5,4
9,49,2,1,1,159,83,14,5,6,97,2,84,2,7,7,33,20,7,16,2,1,2,37,1,30,8,3,18,0,9,10,0
5,25,1,4,4,175,70,30,4,3,60,2,55,2,4,4,17,48,2,10,6,0,1,21.55405,2.6724489,22.825521,6,5,12,0,2,1,-3
1,51,1,5,8,173,70,9,2,3,72,2,70,2,3,2,21,70,2,22,4,0,1,22,2,23,7,4,12,0,8,9,7
6,43,1,2,2,174,98,2,3,2,72,11,70,11,2,1,26,36,19,18,4,1,2,18,4,18,5,1,9,0,9,10,3
8,36,1,7,8,164,54,15,2,4,65,2,65,7,6,4,23,20,8,19,7,2,2,33,1,33,8,4,15,0,10,10,2
2,61,1,5,4,175,80,3,5,6,83,2,80,2,3,1,10,30,32,11,5,1,1,14,3,14,5,2,4,0,6,5,4
2,51,2,5,4,160,50,21,5,2,90,2,84,98,7,5,10,40,32,16,3,1,3,17,4,18,7,4,2,0,3,1,1
3,25,1,4,4,170,84,12,5,1,51,2,42,4,4,2,17,48,0,12,3,0,1,19,2,20,9,5,11,0,1,1,-2
8,54,1,5,4,158,60,31,3,2,74,2,82,2,4,1,16,26,23,14,3,0,1,21.55405,2.6724489,22.825521,6,5,11,1,6,5,-2
9,26,1,1,1,176,114,9,4,6,57,2,52,6,2,2,16,48,4,23,4,1,1,19,3,19,8,4,9,0,9,10,0
9,35,1,8,2,170,79,23,4,2,65,6,65,6,3,2,23,48,6,16,5,1,2,20,3,23,8,5,17,0,10,10,1
4,40,2,5,4,150,56,18,5,3,78,2,71,2,8,4,15,10,1,39,6,0,3,17,4,23,6,2,9,0,6,5,2
9,39,1,1,1,172,82,28,3,4,61,10,59,8,3,1,22,54,21,24,5,2,1,23,1,31,8,1,17,0,10,10,1
10,29,1,1,1,173,75,22,4,6,52,11,48,2,5,3,22,40,0,23,5,2,1,21.55405,2.6724489,22.825521,7,4,17,0,10,10,0
1,37,1,4,4,165,75,14,2,4,57,2,61,2,10,2,15,60,6,15,2,0,2,21.55405,2.6724489,22.825521,4,3,6,0,1,1,0
1,36,1,1,1,160,75,15,5,3,55,2,53,2,3,2,15,50,12,20,4,0,2,25,1,20,7,4,9,0,4,1,3
9,48,2,1,1,153,68,9,1,5,71,2,69,2,4,2,15,30,16,30,4,0,2,20,2,20,8,4,9,0,6,5,-3
7,28,1,7,4,181,78,21,4,7,55,11,52,11,1,1,18,30,17,12,7,0,2,19,2,18,6,4,12,0,9,10,2
6,28,2,5,6,168,80,9,4,3,72,6,61,6,3,3,16,20,3,25,3,0,1,21.55405,2,17,9,4,12,0,10,10,4
6,35,2,8,8,165,66,16,4,4,66,2,65,2,5,3,17,24,3,32,4,0,1,19,2,22,8,3,9,0,6,5,0
8,34,1,5,4,170,95,28,5,3,54,98,55,98,5,2,17,40,19,17,6,2,2,21.55405,3,17,8,1,9,0,8,9,0
8,35,1,7,1,178,135,21,4,1,68,2,59,4,5,2,25,68,2,8,3,1,2,28,2.6724489,22.825521,6,4,10,1,6,5,-2
9,26,1,1,1,170,65,15,1,4,60,11,57,4,2,1,22,48,2,24,5,1,2,21.55405,2.6724489,22.825521,7,4,16,0,10,10,1
10,34,1,2,2,167,66,12,2,3,80,4,80,4,2,1,23,40,11,22,4,1,1,21.55405,2.6724489,22.825521,8,5,17,0,9,10,-1
8,30,2,1,1,175,90,24,2,2,52,4,50,4,2,1,30,40,7,20,4,2,2,27,1,28,8,3,17,0,10,10,2
4,25,2,7,8,155,65,15,4,4,52,2,50,2,3,2,17,6,0,17,8,0,2,17,2,17,8,4,9,0,6,5,2
2,48,1,8,8,169,74,12,2,2,70,2,69,2,5,1,18,42,33,18,4,0,1,18,4,19,5,5,9,0,2,1,0
3,32,1,7,8,162,85,17,3,4,54,2,55,2,4,1,17,67,4,18,5,0,1,32,2.6724489,22.825521,7,4,11,0,6,5,3
8,39,1,5,4,161,85,31,5,1,62,2,62,2,7,2,16,40,26,13,3,1,2,20,1,24,6,5,9,1,4,1,-4
3,47,1,1,1,160,70,15,4,3,69,2,68,2,4,1,16,90,5,17,3,0,1,21.55405,2.6724489,22.825521,7,4,9,0,3,1,0
8,43,1,1,1,175,85,24,5,3,75,2,73,2,4,1,18,60,7,18,5,2,2,23,2.6724489,22.825521,6,3,12,0,10,10,2
2,31,1,4,8,163,86,13,5,3,51,4,54,4,5,2,12,54,16,15,4,0,1,18,4,20,7,4,6,0,1,1,-1
1,26,2,4,4,162,58,30,5,5,60,10,50,2,5,4,18,10,3,18,3,0,1,18,1,18,8,5,12,1,1,1,0
3,27,2,7,8,159,55,16,2,5,50,4,45,3,2,1,24,24,2,24,5,0,1,21.55405,2.6724489,22.825521,7,3,16,0,9,10,6
6,33,1,5,4,183,94,31,4,3,71,7,66,7,3,3,16.588694,30,1,19,2,0,1,32,1,28,7,5,13,0,6,5,0
6,56,2,1,1,164,80,9,1,5,83,2,78,2,5,1,18,48,0,18,5,0,2,21.55405,2,32,8,3,9,0,6,5,0
8,50,1,1,1,170,80,8,2,5,81,2,80,2,2,1,20,48,32,21,6,1,1,28,2,30,9,1,12,1,10,10,2
8,60,1,8,2,170,73,13,4,4,86,2,70,2,3,1,15,42,8,16,4,1,2,27,3,26,7,4,9,0,6,5,-2
9,29,1,1,1,170,59,9,1,5,57,4,56,4,2,1,19,48,9,20,5,1,2,21.55405,2.6724489,22.825521,8,4,12,0,9,10,0
3,51,2,2,2,145,65,30,4,1,90,2,87,2,3,3,25,8,27,26,3,0,2,27,2,28,8,5,17,0,6,5,3
5,32,1,11,8,180,120,25,2,4,69,6,63,4,3,3,18,8,10,22,3,0,2,20,1,32,7,2,9,0,4,1,-1
8,34,1,1,1,170,90,30,3,2,69,8,68,4,5,5,24,42,5,18,3,0,2,15,2.6724489,22.825521,8,5,12,0,6,5,-2
4,26,1,1,1,183,75,24,2,4,50,2,50,2,1,1,22,40,0,18,5,0,1,20,2,21,7,3,15,0,8,9,4
1,40,1,11,8,189,80,17,3,2,80,98,72,98,5,4,18,40,15,15,1,1,1,20,1,37,7,4,12,0,4,1,3
6,25,1,11,8,178,85,9,2,4,52,6,52,4,1,1,17,48,4,18,4,0,2,21.55405,2.6724489,22.825521,6,4,11,0,6,5,0
6,35,2,1,1,163,63,9,1,6,67,4,65,4,3,2,18,48,9,18,4,0,1,19,1,20,8,4,12,0,9,10,3
8,36,1,7,8,164,54,15,2,4,65,2,65,7,6,4,23,20,8,19,7,2,2,33,1,33,8,4,15,0,10,10,2
7,46,2,1,1,158,55,11,3,4,83,6,75,4,4,3,15,5,2,44,4,1,2,25,1,30,8,4,9,0,10,10,3
1,31,2,4,4,158,55,21,5,2,67,2,60,2,6,4,18,10,3,28,2,0,1,21.55405,4,19,8,4,12,0,1,1,0
5,56,2,5,4,154,56,13,5,4,89,4,89,9,8,5,16,18,7,16,4,1,1,24,1,31,8,4,12,0,9,10,4
6,45,1,1,1,162,98,12,2,6,56,4,52,6,8,6,22,48,14,14,1,0,1,21.55405,2.6724489,22.825521,6,5,12,1,4,1,-2
4,39,2,2,2,147,53,28,3,5,61,2,55,2,6,3,23,25,12,24,3,0,2,29,3,30,7,1,16,0,6,5,2
3,27,2,4,4,150,63,30,5,3,56,2,54,2,4,3,19,9,3,14,4,1,2,19,2,20,8,5,12,1,2,1,-1
